,subject,parameter,value,ID
13551,7,$\theta$,-0.7969863414764404,01129
13552,8,$\theta$,-0.9855286478996277,01261
13553,9,$\theta$,-0.18228694796562195,01268
13554,10,$\theta$,-0.6927420496940613,01271
13555,11,$\theta$,-0.241495281457901,01272
13556,12,$\theta$,-0.2061283141374588,01281
13557,13,$\theta$,-0.4663756489753723,01293
13558,14,$\theta$,0.08902105689048767,01323
13559,15,$\theta$,-0.14102423191070557,01332
13560,16,$\theta$,-0.3178466856479645,01334
13561,17,$\theta$,-0.3892248868942261,01335
13562,18,$\theta$,0.32014769315719604,01344
13563,19,$\theta$,-0.710407018661499,01351
13564,20,$\theta$,-0.28947263956069946,01354
13565,21,$\theta$,-0.3329499065876007,01355
13566,22,$\theta$,-0.11284663528203964,01356
13567,23,$\theta$,-0.214911550283432,01357
13568,24,$\theta$,-0.769111692905426,01358
13569,25,$\theta$,-0.002441816031932831,01362
13570,26,$\theta$,0.076645627617836,01379
13571,27,$\theta$,-0.25981414318084717,01390
13572,28,$\theta$,-0.5797780752182007,01443
13573,29,$\theta$,0.1216113269329071,01449
13574,30,$\theta$,-0.24886031448841095,01456
13575,31,$\theta$,-0.8876736760139465,01457
13576,32,$\theta$,-0.7918786406517029,01460
13577,33,$\theta$,-0.8193027377128601,01510
13578,34,$\theta$,-0.7563086748123169,01549
13579,35,$\theta$,-0.006062936037778854,01559
13580,36,$\theta$,-0.01837848126888275,01560
13581,37,$\theta$,-0.7796081900596619,01614
13582,38,$\theta$,-0.32443925738334656,01619
13583,39,$\theta$,-0.544289231300354,01622
13584,40,$\theta$,-0.24080970883369446,01630
13585,41,$\theta$,-0.6107937097549438,01646
13586,42,$\theta$,-0.6169021725654602,01647
13587,43,$\theta$,-0.40580034255981445,01725
13588,44,$\theta$,-0.9059666395187378,01840
13589,45,$\theta$,-0.3172866702079773,01861
13590,1,$\theta$,-0.6105333566665649,00390
13591,2,$\theta$,-0.3759990930557251,00513
