,subject,parameter,value,ID
441,37,$\theta$,-0.1418023705482483,03028
442,38,$\theta$,-0.4387761950492859,03029
443,39,$\theta$,0.011453414335846901,03092
444,40,$\theta$,-0.32227623462677,03257
445,41,$\theta$,-0.16030102968215942,03262
446,42,$\theta$,-0.2955751121044159,03362
447,43,$\theta$,-0.23107858002185822,03379
448,44,$\theta$,0.5705164074897766,03435
449,45,$\theta$,-0.1824813336133957,12647
450,1,$\theta$,-0.47303465008735657,00792
451,2,$\theta$,-0.5225996375083923,00882
452,3,$\theta$,-0.42241671681404114,01291
453,4,$\theta$,-0.16590552031993866,01366
454,5,$\theta$,-0.06421974301338196,01469
455,6,$\theta$,-1.0719194412231445,01482
456,7,$\theta$,-0.3523273766040802,01526
457,8,$\theta$,-0.760648250579834,01664
458,9,$\theta$,-0.14076989889144897,01758
459,10,$\theta$,-0.406257688999176,01805
460,11,$\theta$,0.3584950268268585,01807
461,12,$\theta$,-0.7731097936630249,01841
462,13,$\theta$,-0.034783050417900085,01876
463,14,$\theta$,-0.1471928060054779,01878
464,15,$\theta$,-0.1445334255695343,02137
465,16,$\theta$,-0.44860929250717163,02366
466,17,$\theta$,0.1906624734401703,02427
467,18,$\theta$,-0.3996707499027252,02559
468,19,$\theta$,-0.12791499495506287,02571
469,20,$\theta$,-0.47615358233451843,02625
470,21,$\theta$,0.02147509902715683,02628
471,22,$\theta$,-0.1923494040966034,02629
472,23,$\theta$,-0.06044469773769379,02654
473,24,$\theta$,0.21065518260002136,02656
474,25,$\theta$,-0.25279808044433594,02684
475,26,$\theta$,-0.3614382743835449,02719
476,27,$\theta$,-0.9087907075881958,02747
477,28,$\theta$,-0.3502364158630371,02750
478,29,$\theta$,-0.2981155216693878,02796
479,30,$\theta$,-0.17356780171394348,02797
480,31,$\theta$,-0.44845813512802124,02820
481,32,$\theta$,-0.08450475335121155,02916
482,33,$\theta$,-0.28723397850990295,02935
483,34,$\theta$,-0.33580970764160156,02948
484,35,$\theta$,-0.9232283234596252,02965
485,36,$\theta$,-0.5790165066719055,03016
486,37,$\theta$,-0.10393202304840088,03028
487,38,$\theta$,-0.5420888662338257,03029
488,39,$\theta$,0.03376130759716034,03092
489,40,$\theta$,-0.1614784300327301,03257
490,41,$\theta$,-0.332720011472702,03262
491,42,$\theta$,0.14913932979106903,03362
492,43,$\theta$,-0.25758814811706543,03379
493,44,$\theta$,0.4755217432975769,03435
494,45,$\theta$,-0.27620700001716614,12647
495,1,$\theta$,-0.3927837014198303,00792
496,2,$\theta$,-0.508435070514679,00882
497,3,$\theta$,-0.3387136161327362,01291
498,4,$\theta$,-0.13527391850948334,01366
499,5,$\theta$,-0.3714812397956848,01469
500,6,$\theta$,-0.9747203588485718,01482
501,7,$\theta$,-0.5030978918075562,01526
502,8,$\theta$,-0.47815194725990295,01664
503,9,$\theta$,-0.16626767814159393,01758
504,10,$\theta$,-0.4759857654571533,01805
505,11,$\theta$,0.45646679401397705,01807
506,12,$\theta$,-0.7710387706756592,01841
507,13,$\theta$,-0.1537461131811142,01876
508,14,$\theta$,-0.4556710124015808,01878
509,15,$\theta$,-0.563420295715332,02137
510,16,$\theta$,-0.3300144672393799,02366
511,17,$\theta$,-0.5587815642356873,02427
512,18,$\theta$,-0.556359052658081,02559
513,19,$\theta$,-0.35480406880378723,02571
514,20,$\theta$,0.11096533387899399,02625
515,21,$\theta$,0.07390362024307251,02628
516,22,$\theta$,0.004182878881692886,02629
517,23,$\theta$,0.23164403438568115,02654
518,24,$\theta$,-0.03637649863958359,02656
519,25,$\theta$,-0.3418307900428772,02684
520,26,$\theta$,-0.057824186980724335,02719
521,27,$\theta$,-0.6023613214492798,02747
522,28,$\theta$,-0.5167344212532043,02750
523,29,$\theta$,-0.12968710064888,02796
524,30,$\theta$,-0.09140369296073914,02797
525,31,$\theta$,-0.331535279750824,02820
526,32,$\theta$,-0.16190138459205627,02916
527,33,$\theta$,-0.25921162962913513,02935
528,34,$\theta$,-0.5273727178573608,02948
529,35,$\theta$,-0.8832000494003296,02965
