,subject,parameter,value,ID
90421,17,$\beta$,1.9536238243877613,01335
90422,18,$\beta$,0.8494378761309719,01344
90423,19,$\beta$,2.72934089376602,01351
90424,20,$\beta$,2.5230730527075265,01354
90425,21,$\beta$,2.2771566791644102,01355
90426,22,$\beta$,2.441826510900663,01356
90427,23,$\beta$,2.1270732493908118,01357
90428,24,$\beta$,2.5158558017898485,01358
90429,25,$\beta$,2.448310657477339,01362
90430,26,$\beta$,2.108437815313013,01379
90431,27,$\beta$,3.448357778013541,01390
90432,28,$\beta$,1.6781874658386469,01443
90433,29,$\beta$,2.210739013112923,01449
90434,30,$\beta$,2.135930601283589,01456
90435,31,$\beta$,1.5701026974293908,01457
90436,32,$\beta$,2.290377737675715,01460
90437,33,$\beta$,2.0468032968065972,01510
90438,34,$\beta$,2.288226692027866,01549
90439,35,$\beta$,1.6948088296880603,01559
90440,36,$\beta$,2.280330878835219,01560
90441,37,$\beta$,2.1673582412516392,01614
90442,38,$\beta$,2.113459382589473,01619
90443,39,$\beta$,2.15047672868078,01622
90444,40,$\beta$,1.297198768899602,01630
90445,41,$\beta$,1.9601892910897,01646
90446,42,$\beta$,1.6272412301377503,01647
90447,43,$\beta$,1.6175405944963397,01725
90448,44,$\beta$,1.4867756519635789,01840
90449,45,$\beta$,1.2574764037129091,01861
90450,1,$\beta$,2.814091510059708,00390
90451,2,$\beta$,1.9984294423588804,00513
90452,3,$\beta$,1.6303996554958227,01101
90453,4,$\beta$,2.878893297625924,01102
90454,5,$\beta$,1.0323187464834198,01104
90455,6,$\beta$,1.6581524252515112,01118
90456,7,$\beta$,2.64841643516133,01129
90457,8,$\beta$,2.4012830670624266,01261
90458,9,$\beta$,2.0269616788934224,01268
90459,10,$\beta$,2.7865013986031375,01271
90460,11,$\beta$,1.3783691245009153,01272
90461,12,$\beta$,1.2858450349403034,01281
90462,13,$\beta$,2.066658794288546,01293
90463,14,$\beta$,1.3134511509551576,01323
90464,15,$\beta$,2.1873762014102223,01332
90465,16,$\beta$,2.220304297741349,01334
90466,17,$\beta$,2.2610960233881383,01335
90467,18,$\beta$,0.8220149459113275,01344
90468,19,$\beta$,3.6876823061823183,01351
90469,20,$\beta$,2.8815027297756743,01354
90470,21,$\beta$,2.1016756784508366,01355
90471,22,$\beta$,2.4513917320367855,01356
90472,23,$\beta$,1.907177611321669,01357
90473,24,$\beta$,2.341573139137661,01358
90474,25,$\beta$,2.218001577789059,01362
90475,26,$\beta$,2.087692579752383,01379
90476,27,$\beta$,2.933421504786385,01390
90477,28,$\beta$,1.5281830455642533,01443
90478,29,$\beta$,1.8317092074890289,01449
90479,30,$\beta$,2.1356987798331355,01456
90480,31,$\beta$,1.7257943496803803,01457
90481,32,$\beta$,2.5855205297938433,01460
90482,33,$\beta$,1.9785372085008504,01510
90483,34,$\beta$,1.700100947491492,01549
90484,35,$\beta$,1.878430521623781,01559
90485,36,$\beta$,2.486705710112437,01560
90486,37,$\beta$,1.924762456310635,01614
90487,38,$\beta$,2.030007086130821,01619
90488,39,$\beta$,1.9186711660311402,01622
90489,40,$\beta$,1.606534397654208,01630
90490,41,$\beta$,2.0550875215896376,01646
90491,42,$\beta$,1.4767427015176862,01647
